channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,time,tag
8388607,8388607,-6424303,-2335023,8303262,-7153063,-5925924,8384308,1404598430.61,0
8388607,8388544,127,-129,-99,-24868,6912126,-5304942,1404598430.613,0
8388607,8388607,-6422236,-2331330,8302023,-7151424,-5922735,8382922,1404598430.621,0
8388607,8388607,-6424868,-2334874,8303309,-7152959,-5926813,8384329,1404598430.626,0
8388607,8388607,-6423294,-2332435,8302642,-7152049,-5924241,-8388608,1404598430.633,0
8388607,8388607,-6424639,-2333786,8302912,-7152346,-5925486,8383889,1404598430.642,0
8388607,8388607,-6424394,-2333126,8302557,-7151883,-5925279,8383499,1404598430.649,0
8388607,8388607,-6424764,-2333094,8302601,-7151843,-5925107,8383553,1404598430.655,0
8388607,8388607,-6425273,-2333708,8302958,-7152193,-5925971,8383920,1404598430.662,0
8388607,8388607,-6423755,-2331158,8302201,-7151185,-5923359,8383071,1404598430.67,0
8388607,8388607,-6426672,-2334791,8303749,-7152984,-5927827,8384726,1404598430.677,0
8388607,8388607,-6424440,-2331257,8302501,-7151359,-5924016,8383351,1404598430.683,0
8388607,8388607,-6426984,-2334487,8303635,-7152699,-5927681,8384597,1404598430.691,0
8388607,8388607,-6426968,-2334418,8303523,-7152546,-5927524,8384480,1404598430.698,0
8388607,8388607,-6425334,-2331348,8302375,-7151074,-5924465,8383223,1404598430.704,0
8388607,8388607,-6427649,-2334420,8303393,-7152294,-5928195,8384323,1404598430.712,0
8388607,8388607,-6425621,-2330971,8302267,-7150799,-5924392,8383096,1404598430.719,0
8388607,8388607,-6427506,-2333457,8303335,-7152041,-5927249,8384248,1404598430.727,0
8388607,8388607,-6426537,-2331739,8302888,-7151402,-5926089,8383713,1404598430.732,0
8388607,8388607,-6427610,-2332599,8303120,-7151633,-5927042,8383978,1404598430.74,0
8388607,8388607,-6427644,-2332512,8302935,-7151374,-5926976,8383783,1404598430.747,0
8388607,8388607,-6427651,-2331918,8302849,-7151162,-5926426,8383678,1404598430.753,0
8388607,8388607,-6429348,-2334253,8303794,-7152276,-5929002,8384699,1404598430.76,0
8388607,8388607,-6426859,-2330083,8302067,-7150146,-5925094,8382821,1404598430.769,0
8388607,8388607,-6429969,-2334157,8303661,-7152007,-5929361,8384551,1404598430.776,0
8388607,8388607,-6427613,-2330446,8302618,-7150596,-5925647,8383383,1404598430.781,0
8388607,8388607,-6428080,-2330761,8302743,-7150713,-5926104,8383523,1404598430.789,0
8388607,8388607,-6430145,-2333545,8303865,-7152000,-5929314,8384721,1404598430.797,0
8388607,8388607,-6428441,-2330376,8302857,-7150658,-5926104,8383600,1404598430.804,0
8388607,8388607,-6430802,-2333509,8303779,-7151792,-5929971,8384618,1404598430.809,0
8388607,8388607,-6428859,-2330539,8302806,-7150539,-5927096,8383541,1404598430.818,0
8388607,8388607,-6430291,-2332050,8303273,-7151070,-5928824,8384058,1404598430.825,0
8388607,8388607,-6430022,-2331415,8302868,-7150535,-5928026,8383626,1404598430.831,0
8388607,8388607,-6430584,-2331514,8303096,-7150708,-5928619,8383846,1404598430.838,0
8388607,8388607,-6430650,-2331477,8303040,-7150585,-5928884,8383781,1404598430.846,0
8388607,8388607,-6429303,-2329192,8302160,-7149477,-5926465,8382826,1404598430.854,0
8388607,8388607,-6432502,-2333458,8303691,-7151294,-5930921,8384498,1404598430.859,0
8388607,8388607,-6430002,-2329338,8302434,-7149630,-5927015,8383085,1404598430.867,0
8388607,8388607,-6432991,-2333233,8303758,-7151214,-5931127,8384542,1404598430.874,0
8388607,8388607,-6432585,-2332647,8303666,-7151039,-5930467,8384431,1404598430.882,0
8388607,8388607,-6430975,-2329632,8302710,-7149771,-5927737,8383366,1404598430.89,0
8388607,8388607,-6433443,-2332940,8303571,-7150839,-5931269,8384327,1404598430.895,0
8388607,8388607,-6431492,-2329501,8302733,-7149646,-5927809,8383368,1404598430.903,0
8388607,8388607,-6433617,-2332389,8303854,-7150972,-5930862,8384591,1404598430.91,0
8388607,8388607,-6432206,-2330098,8303049,-7149923,-5928964,8383691,1404598430.916,0
8388607,8388607,-6433696,-2331665,8303453,-7150379,-5930490,8384163,1404598430.924,0
8388607,8388607,-6433449,-2330971,8303242,-7150046,-5929994,8383904,1404598430.931,0
8388607,8388607,-6432349,-2328997,8126464,524287,-524289,-402111,1404598430.936,0
8388607,8388607,-6435064,-2332604,8304063,-7150910,-5932461,8384776,1404598430.945,0
8388607,8388607,-6432656,-2328724,8302821,-7149270,-5928231,8383399,1404598430.952,0
8388607,8388607,-6435807,-2332672,8304371,-7151097,-5932802,8385075,1404598430.958,0
8388607,8388607,-6435249,-2244608,32767,-32769,-25132,-3351435,1404598430.965,0
8388607,8388607,-6434311,-2329798,8303371,-7149745,-5929744,8383974,1404598430.973,0
8388607,8388607,-6435851,-2331812,8304468,-7150965,-5932331,8385127,1404598430.978,0
8388607,8388607,-6434327,-2328966,8303211,-7149392,-5929447,8383777,1404598430.986,0
8388607,8388607,-6436704,-2332157,8304030,-7150442,-5932790,8384700,1404598430.994,0
8388607,8388607,-6435160,-2329549,8303151,-7149292,-5930316,8383723,1404598431.001,0
8388607,8388607,-6436744,-2331174,8303931,-7150146,-5932586,8384557,1404598431.007,0
8388607,8388607,-6435998,-2329914,8303309,-7149344,-5931091,8383881,1404598431.014,0
8388607,8388607,-6437240,-2331031,8303413,-7149474,-5932484,8384020,1404598431.022,0
8388607,8388607,-6438330,-2332529,8304156,-7150314,-5934289,8384805,1404598431.03,0
8388607,8388607,-6435624,-2328080,8302796,-7148522,-5930022,8383286,1404598431.035,0
8388607,8388607,-6438588,-2332104,8304418,-7150415,-5934417,8385049,1404598431.043,0
8388607,8388607,-6436151,-2328121,8303091,-7148685,-5930237,8383579,1404598431.05,0
8388607,8388607,-6437457,-2329655,8303608,-7149287,-5931826,8384145,1404598431.056,0
8388607,8388607,-6438707,-2331299,8303990,-7149756,-5933807,8384573,1404598431.063,0
8388607,8388607,-6437517,-2328979,8303371,-7148869,-5931546,8383868,1404598431.072,0
8388607,8388607,-6439244,-2331187,8304090,-7149726,-5934432,8384653,1404598431.079,0
8388607,8388607,-6437375,-2328189,8303171,-7148521,-5931448,8383626,1404598431.084,0
8388607,8388607,-6439937,-2331337,8303989,-7149531,-5934687,8384554,1404598431.092,0
8388607,8388607,-6438248,-2328566,8303308,-7148562,-5932331,8383758,1404598431.099,0
8388607,8388607,-6439749,-2330226,8304026,-7149356,-5934349,8384537,1404598431.106,0
8388607,8388607,-6440512,127,-129,-99,-4266276,7696510,1404598431.113,0
8388607,8388607,-6438487,-2327806,8303013,-7148031,-5931589,8383434,1404598431.12,0
8388607,8388607,-6441291,-2331424,8304363,-7149642,-5936099,8384894,1404598431.126,0
8388607,8388607,-6438602,-2327142,8302959,-7147806,-5931587,8383337,1404598431.133,0
8388607,8388607,-6440050,-2328929,8303523,-7148489,-5933560,8383966,1404598431.142,0
8388607,8388607,-6440856,-2329974,8303618,-7148611,-5934641,8384098,1404598431.148,0
